%energy,cross section
38.47022,33.54085
38.55401,32.22788
38.67186,30.60495
38.77407,29.37326
38.91035,27.93885
39.04662,26.69872
39.1829,25.61637
39.31194,24.71148
39.5055,23.53247
39.69905,22.52597
39.90909,21.58829
40.11912,20.77977
40.40113,19.85318
40.68512,19.06566
40.97112,18.38646
41.25912,17.79496
41.69518,17.03679
42.16194,16.36561
42.61195,15.82232
43.22397,15.20509
43.87199,14.66524
44.63738,14.13695
45.58247,13.60139
46.70902,13.07982
48.04778,12.5704
49.78083,12.02287
52.20222,11.37117
55.99,10.39834
57.6422,9.90902
58.81222,9.49748
59.7422,9.10549
60.37212,8.79135
61.01093,8.41561
61.4271,8.12922
61.83358,7.80778
62.19439,7.47902
62.46452,7.19861
62.68962,6.93775
62.91473,6.64746
63.11732,6.35643
63.35368,5.97459
63.55673,5.60279
63.69134,5.32885
63.80389,5.08144
63.95021,4.73171
64.06276,4.4383
64.17531,4.12118
64.28569,3.78487
64.39606,3.42132
64.49819,3.05913
64.5799,2.75099
64.66161,2.42669
64.74623,2.07505
64.85129,1.62134
64.96072,1.1435
65.00449,0.95791
65.03513,0.83272
65.06139,0.73001
65.08328,0.64867
65.10225,0.58209
65.11975,0.5245
65.13143,0.48851
65.1431,0.4547
65.15623,0.41955
65.16499,0.398
65.17374,0.3781
65.18176,0.36141
65.18906,0.34764
65.19636,0.33527
65.20365,0.32442
65.21022,0.31602
65.21897,0.30698
65.22481,0.30242
65.23064,0.29909
65.23794,0.29676
65.24159,0.29641
65.24815,0.29719
65.25399,0.2995
65.25946,0.30311
65.26457,0.30782
65.2715,0.31637
65.2777,0.32625
65.28317,0.33682
65.28828,0.34833
65.29502,0.36611
65.30086,0.38397
65.30469,0.39701
65.31089,0.42046
65.316,0.44203
65.32111,0.46576
65.32694,0.49564
65.33241,0.52649
65.33861,0.56495
65.34554,0.61261
65.35065,0.65108
65.35612,0.69563
65.36196,0.74719
65.36852,0.81046
65.374,0.86773
65.37947,0.92937
65.38603,1.00951
65.3926,1.09682
65.39953,1.19736
65.40464,1.27735
65.40974,1.36268
65.41485,1.45368
65.42032,1.55788
65.42616,1.67717
65.43199,1.80549
65.43783,1.94353
65.4444,2.11137
65.44987,2.26223
65.45534,2.42389
65.46081,2.5972
65.46628,2.78309
65.47175,2.9826
65.47722,3.19687
65.4827,3.42718
65.48817,3.67493
65.49364,3.94168
65.49911,4.22918
65.50568,4.60433
65.51224,5.01595
65.51881,5.46835
65.52537,5.96644
65.53194,6.51586
65.53632,6.91377
65.54069,7.33944
65.54507,7.79517
65.54945,8.28347
65.55383,8.8071
65.5582,9.36905
65.56258,9.97259
65.56696,10.62127
65.5717,11.37947
65.57681,12.2665
65.58191,13.23388
65.58702,14.2897
65.59213,15.44289
65.59723,16.70324
65.60234,18.08148
65.60745,19.58936
65.61255,21.23974
65.61766,23.04661
65.62277,25.02523
65.62787,27.19215
65.63298,29.56538
65.63809,32.1644
65.64319,35.01021
65.6483,38.1255
65.65341,41.53468
65.65851,45.26392
65.66362,49.3412
65.66873,53.7964
65.67383,58.66139
65.67894,63.96997
65.68405,69.75789
65.68915,76.06291
65.69419,82.82272
65.69915,90.05285
65.70411,97.88713
65.70907,106.36706
65.71403,115.53574
65.71899,125.43764
65.72395,136.11843
65.72891,147.62496
65.73373,159.62814
65.7384,172.09558
65.74307,185.41937
65.74774,199.64051
65.7524,214.80011
65.75707,230.93889
65.76174,248.09687
65.76641,266.31341
65.77108,285.62698
65.77808,316.73395
65.78509,350.50803
65.79209,387.05323
65.79909,426.46036
65.8061,468.80114
65.81223,508.30002
65.8204,564.55567
65.82857,624.91892
65.83674,689.3414
65.84578,765.27024
65.85629,859.20394
65.86679,958.79499
65.87963,1087.10325
65.89831,1283.10332
65.92948,1616.50319
65.9443,1767.86719
65.95831,1900.58926
65.97231,2019.11302
65.98165,2088.32603
65.99099,2148.48166
66.00033,2198.67227
66.00967,2238.13562
66.02087,2270.5045
66.03091,2285.09431
66.03535,2287.13253
66.04702,2279.57294
66.05636,2260.22006
66.06569,2229.42591
66.07503,2187.74057
66.08437,2135.88048
66.09371,2074.70843
66.10772,1967.67324
66.12172,1845.63234
66.13573,1712.56658
66.16094,1458.10286
66.18429,1221.41094
66.19829,1085.21793
66.20997,977.26816
66.22164,875.49921
66.23039,803.69954
66.23915,736.03795
66.2479,672.65513
66.25666,613.61993
66.26541,558.93317
66.27417,508.53863
66.28292,462.32825
66.28876,433.77409
66.29722,395.44812
66.30554,361.17397
66.31108,340.09928
66.31662,320.3758
66.32217,301.94305
66.32771,284.73966
66.33326,268.7037
66.3388,253.77312
66.34435,239.88657
66.34989,226.98372
66.35544,215.00532
66.36098,203.89357
66.3693,188.72929
66.37761,175.20937
66.38403,165.79039
66.39133,156.0615
66.39862,147.27344
66.40592,139.3333
66.41321,132.15544
66.42051,125.66134
66.42781,119.7794
66.4351,114.44454
66.4424,109.5979
66.45334,103.12894
66.46428,97.48411
66.47522,92.53152
66.48617,88.16047
66.49711,84.27877
66.5117,79.73377
66.52629,75.77805
66.54088,72.2986
66.55547,69.20805
66.57006,66.43864
66.59195,62.77452
66.61384,59.58402
66.6401,56.24941
66.66636,53.34574
66.69263,50.79005
66.71889,48.52101
66.74515,46.49174
66.78309,43.9112
66.81227,42.1612
66.85604,39.84959
66.89981,37.84705
66.94358,36.09572
66.98736,34.5514
67.03219,33.14828
67.07703,31.89717
67.14428,30.25596
67.19482,29.17674
67.25107,28.10436
67.32195,26.91433
67.4097,25.6439
67.50803,24.43254
67.6122,23.34148
67.71008,22.45945
67.82483,21.5661
67.94295,20.7739
68.05545,20.11635
68.22421,19.27113
68.39296,18.55931
68.56171,17.95133
68.78671,17.26601
69.04015,16.62523
69.29358,16.08918
69.62838,15.50115
69.96319,15.01585
70.32845,14.57233
70.69372,14.19695
71.25225,13.71987
71.9273,13.25524
72.71486,12.8174
73.68243,12.37986
74.85046,11.94308
77.99576,10.92128
78.63372,10.66589
79.05302,10.45262
79.3511,10.25602
79.57031,10.06781
79.75298,9.86199
79.87476,9.68448
79.99654,9.45515
80.08787,9.23008
80.15637,9.01547
80.20965,8.81066
80.27054,8.52875
80.34665,8.14993
80.3771,8.04589
80.39613,8.0228
80.41515,8.05161
80.43038,8.12602
80.44179,8.21989
80.45321,8.35282
80.46463,8.53098
80.47604,8.76077
80.48746,9.04867
80.49888,9.40107
80.51029,9.82401
80.52171,10.32298
80.53313,10.90262
80.54454,11.56643
80.55413,12.1907
80.56372,12.87625
80.57651,13.88448
80.5893,14.99626
80.60026,16.02584
80.61396,17.40095
80.63223,19.35629
80.68094,24.81075
80.70188,27.00357
80.71869,28.57882
80.73403,29.82212
80.7484,30.78435
80.76326,31.54828
80.77787,32.05403
80.79249,32.30822
80.80053,32.34083
80.81368,32.2341
80.8292,31.86514
80.84656,31.17121
80.86483,30.16849
80.88309,28.94799
80.90258,27.48126
80.95631,23.17448
80.97686,21.62672
80.9997,20.06233
81.01492,19.12658
81.03014,18.28179
81.04536,17.528
81.06059,16.86222
81.07581,16.27922
81.09103,15.77223
81.11158,15.19479
81.13099,14.7463
81.1504,14.37577
81.17628,13.97841
81.20216,13.6655
81.2326,13.37541
81.27827,13.046
81.32394,12.79664
81.38483,12.53926
81.47616,12.24981
81.56749,12.03143
81.7045,11.78444
81.86039,11.57539
82.08312,11.35403
82.42062,11.11359
82.93024,10.85705
83.70995,10.57314
85.0053,10.20599
88.9892,9.21351
89.26903,9.18462
89.6221,9.02996
91.12333,8.57351
92.29387,8.16515
93.32339,7.74983
94.13913,7.37086
94.85188,6.99263
95.3396,6.70304
95.88551,6.34259
96.43142,5.93661
96.84525,5.59193
97.18278,5.28292
97.52031,4.94538
97.86347,4.56891
98.18075,4.1869
98.4654,3.81304
98.69042,3.4947
98.91157,3.16077
99.15236,2.77247
99.35303,2.42921
99.55369,2.06893
99.76529,1.67346
100.13559,0.96624
100.23551,0.78099
100.30605,0.65479
100.35307,0.57363
100.4045,0.48835
100.44858,0.4188
100.48238,0.36812
100.51177,0.32617
100.54116,0.28646
100.56467,0.25646
100.5823,0.2351
100.59993,0.21478
100.61757,0.19557
100.6352,0.17755
100.65283,0.16078
100.66459,0.15035
100.67634,0.14054
100.69104,0.12919
100.70426,0.11989
100.71749,0.1115
100.72851,0.10523
100.73953,0.09965
100.74688,0.09632
100.75716,0.09221
100.76745,0.08877
100.77627,0.08636
100.78508,0.08447
100.79243,0.08331
100.80235,0.08235
100.81006,0.0821
100.81888,0.08236
100.82623,0.08304
100.83468,0.08436
100.84239,0.08608
100.85181,0.08885
100.86002,0.09191
100.86847,0.09569
100.87545,0.0993
100.88354,0.10407
100.89088,0.10896
100.8997,0.11554
100.90852,0.12293
100.91513,0.12902
100.92248,0.13634
100.93056,0.1451
100.93937,0.15552
100.94893,0.16785
100.95921,0.18239
100.96803,0.19593
100.97905,0.21431
100.99007,0.23437
100.99815,0.25018
101.00697,0.26853
101.01579,0.28806
101.0246,0.30882
101.03415,0.33273
101.04444,0.36021
101.05472,0.38953
101.06501,0.42078
101.07603,0.45648
101.08779,0.4972
101.09954,0.54076
101.1113,0.58728
101.12452,0.64335
101.13922,0.71049
101.15391,0.78304
101.16861,0.86129
101.1833,0.94558
101.19799,1.03628
101.21269,1.13376
101.22738,1.23842
101.24355,1.36236
101.25677,1.47107
101.27,1.58671
101.28322,1.70971
101.30086,1.88581
101.31555,2.04384
101.33098,2.22157
101.34641,2.41217
101.36184,2.61657
101.37727,2.83567
101.39269,3.07054
101.40812,3.32228
101.42355,3.59212
101.43898,3.88135
101.45441,4.19142
101.46984,4.52385
101.48747,4.93344
101.50511,5.37724
101.52274,5.8584
101.54037,6.3803
101.55801,6.94682
101.57564,7.56217
101.59327,8.23116
101.61091,8.95904
101.62854,9.75198
101.64617,10.61662
101.66381,11.56075
101.68144,12.59311
101.69907,13.72377
101.71671,14.96417
101.73434,16.32768
101.75197,17.82963
101.76373,18.91689
101.77548,20.07977
101.78724,21.32531
101.79899,22.66106
101.81075,24.09604
101.82251,25.63987
101.83426,27.30402
101.84602,29.10115
101.85748,30.9959
101.86894,33.04684
101.8804,35.27239
101.89186,37.69319
101.90332,40.33406
101.91479,43.22269
101.92625,46.39234
101.93771,49.88088
101.9477,53.21789
101.95769,56.8653
101.96769,60.8628
101.97768,65.2546
101.98767,70.09293
101.99766,75.43516
102.00765,81.34871
102.01515,86.20383
102.02235,91.24413
102.03175,98.44075
102.03881,104.34097
102.04586,110.71531
102.05291,117.60831
102.05997,125.06568
102.06702,133.13902
102.07407,141.88041
102.08113,151.35285
102.08818,161.61493
102.09523,172.73727
102.10229,184.79087
102.10934,197.85423
102.11639,212.00621
102.12345,227.33541
102.1305,243.92862
102.13755,261.89123
102.14461,281.31386
102.15166,302.30608
102.15871,324.97319
102.16577,349.43251
102.17223,373.52448
102.18046,406.64888
102.18869,442.70583
102.19692,481.88931
102.20515,524.39602
102.21338,570.41984
102.2216,620.14876
102.22983,673.76651
102.23718,725.07209
102.24688,797.95353
102.25658,876.93428
102.26628,962.20897
102.27597,1053.94995
102.28567,1152.24892
102.29449,1247.38458
102.30624,1382.70356
102.318,1527.56049
102.32682,1642.24842
102.34186,1849.27416
102.35562,2049.8048
102.37454,2340.28508
102.40887,2892.6697
102.43708,3345.21585
102.45589,3630.83657
102.4747,3892.97935
102.48881,4068.786
102.50291,4222.81156
102.51702,4351.91111
102.53066,4450.4455
102.54429,4521.20821
102.5584,4563.72496
102.57062,4574.68279
102.58403,4558.94142
102.59766,4513.59031
102.61012,4447.18205
102.62141,4367.52954
102.63834,4216.0164
102.64962,4095.7781
102.66467,3914.8148
102.67972,3714.23701
102.69664,3470.74199
102.72298,3069.25515
102.75824,2523.79598
102.7794,2209.91801
102.79704,1963.02299
102.81232,1762.53959
102.82642,1589.90847
102.84053,1429.93647
102.84994,1330.51302
102.85934,1236.89777
102.86874,1149.05838
102.87815,1066.90826
102.88873,981.12053
102.89755,914.82675
102.90636,853.09764
102.91518,795.72684
102.924,742.53931
102.93281,693.31419
102.94163,647.84229
102.95045,605.89978
102.95926,567.27481
102.96808,531.7449
102.97689,499.10366
102.98571,469.12825
102.99453,441.63288
103.00335,416.41885
103.01216,393.30609
