% energy,cross section
3.15178,54.01848
3.15812,53.40933
3.16327,52.61521
3.16921,51.39005
3.17516,49.87169
3.1811,48.1094
3.18903,45.47713
3.2128,36.91411
3.22073,34.21108
3.22865,31.70969
3.2346,29.98897
3.24054,28.41024
3.24648,26.9753
3.25243,25.6817
3.25837,24.52389
3.26432,23.49424
3.27026,22.58395
3.2762,21.78373
3.28413,20.8719
3.29205,20.11817
3.29998,19.50342
3.3079,19.01087
3.31583,18.62615
3.32375,18.33724
3.33168,18.13427
3.34198,17.98615
3.34832,17.95483
3.36021,18.01026
3.3721,18.20764
3.38398,18.54438
3.39587,19.02413
3.40776,19.65696
3.41838,20.36559
3.42836,21.17183
3.43835,22.13448
3.44555,22.94123
3.45276,23.85609
3.45996,24.89455
3.46717,26.07538
3.47437,27.42121
3.48158,28.95927
3.48878,30.72207
3.49599,32.74788
3.50079,34.26615
3.50559,35.93528
3.5104,37.77055
3.5152,39.78765
3.52,42.00208
3.52481,44.42831
3.52961,47.07861
3.53441,49.96152
3.53922,53.08015
3.54402,56.43001
3.55122,61.85405
3.56083,69.65689
3.57284,79.65647
3.58052,85.6088
3.58629,89.51736
3.59061,91.99945
3.59541,94.19526
3.60022,95.70293
3.60382,96.33254
3.60742,96.50413
3.61127,96.16481
3.61559,95.13154
3.61991,93.41996
3.62351,91.49854
3.62712,89.15811
3.63132,85.9493
3.63672,81.1803
3.64213,75.85172
3.6498,67.69591
3.66157,54.9063
3.66754,48.72266
3.67152,44.81593
3.6755,41.11675
3.67968,37.47914
3.68386,34.10549
3.68699,31.75165
3.69012,29.54847
3.69361,27.27395
3.69639,25.58205
3.69918,23.99956
3.70196,22.52206
3.70475,21.14468
3.70753,19.86229
3.71032,18.6696
3.7131,17.56124
3.71606,16.47255
3.71873,15.55798
3.72216,14.47802
3.72558,13.49294
3.72926,12.5317
3.73204,11.86382
3.73622,10.95025
3.73901,10.39484
3.74263,9.73084
3.74625,9.12649
3.74987,8.57599
3.75349,8.07414
3.75767,7.54948
3.76185,7.07708
3.76602,6.65138
3.7702,6.26747
3.77438,5.92101
3.77856,5.60817
3.78274,5.32553
3.78691,5.07005
3.79109,4.83902
3.79527,4.62999
3.80084,4.38179
3.80641,4.16427
3.81198,3.97347
3.81755,3.80596
3.82312,3.65874
3.82869,3.52923
3.83426,3.4152
3.84262,3.26902
3.85098,3.14791
3.85933,3.04748
3.86769,2.96419
3.87604,2.89516
3.88719,2.82134
3.89833,2.76436
3.90947,2.72083
3.92618,2.67509
3.94011,2.6507
3.95682,2.63365
3.9811,2.62589
4.01614,2.63716
4.05858,2.66987
4.17391,2.79092
4.32258,2.95662
4.38356,3.03313
4.44541,3.12617
4.49245,3.21579
4.52403,3.29064
4.55583,3.38373
4.57979,3.47045
4.60398,3.57841
4.6201,3.66589
4.63623,3.77007
4.64917,3.8695
4.66212,3.98736
4.67507,4.12959
4.68478,4.25739
4.69363,4.39471
4.70206,4.54915
4.71049,4.7338
4.71611,4.87837
4.72173,5.04448
4.72735,5.23698
4.73298,5.4619
4.73815,5.70385
4.74332,5.98654
4.74719,6.23016
4.75107,6.50516
4.75512,6.83012
4.7595,7.23176
4.76389,7.69146
4.7676,8.13064
4.77097,8.57318
4.77434,9.05946
4.77771,9.59145
4.78109,10.17046
4.78558,11.01624
4.79008,11.94445
4.79458,12.94918
4.79907,14.01991
4.80806,16.29177
4.81706,18.575
4.82155,19.64456
4.82605,20.62052
4.83055,21.46865
4.83504,22.15703
4.83853,22.56295
4.84224,22.8598
4.84561,23.00117
4.84781,23.0253
4.85134,22.95029
4.85483,22.74002
4.8582,22.41166
4.86157,21.96717
4.86494,21.41568
4.86831,20.76846
4.87281,19.77924
4.87731,18.67712
4.88405,16.89072
4.89495,13.9334
4.89975,12.69369
4.9049,11.45037
4.90845,10.65646
4.912,9.91927
4.91555,9.24133
4.91856,8.71236
4.92158,8.22656
4.9246,7.78299
4.92761,7.38019
4.93063,7.0163
4.93364,6.68914
4.93666,6.39634
4.93968,6.1354
4.94322,5.86575
4.94677,5.63259
4.95032,5.43195
4.95387,5.2601
4.95742,5.11356
4.96097,4.98919
4.96629,4.83804
4.9709,4.73583
4.97658,4.63982
4.98226,4.57039
4.98793,4.52223
4.99432,4.48837
5.00142,4.47086
5.00497,4.46867
5.01561,4.48332
5.02626,4.52371
5.04045,4.6087
5.05606,4.73557
5.07309,4.9081
5.09013,5.11329
5.10716,5.35026
5.1247,5.62792
5.14274,5.9507
5.16078,6.31327
5.17883,6.71813
5.197,7.17126
5.21529,7.67616
5.23359,8.23201
5.25189,8.84019
5.27296,9.60539
5.28487,10.06844
5.30871,11.0565
5.33,12.00364
5.35838,13.35256
5.38705,14.80483
5.41799,16.37215
5.43219,16.99004
5.44493,17.42231
5.45622,17.67821
5.46806,17.80799
5.47334,17.82275
5.4871,17.76021
5.5152,17.4079
5.54387,17.07883
5.59751,16.60817
5.638,16.15673
5.69278,15.5107
5.72017,15.24207
5.74755,15.04257
5.77083,14.94223
5.79411,14.91756
5.82013,14.99407
5.83964,15.13435
5.85984,15.3655
5.88038,15.7034
5.90092,16.16176
5.91461,16.54454
5.92831,16.99784
